datetime,temperature real,temperature predict,humidity real,humidity predict
05/04/2021 21:49,21.0,21.76,85.0,90.35
05/04/2021 21:59,21.0,21.86,86.0,87.93
05/04/2021 22:10,21.0,21.07,86.0,85.42
05/04/2021 22:20,21.0,20.33,86.0,83.56
05/04/2021 22:30,21.0,20.48,86.0,82.95
05/04/2021 22:40,21.0,21.19,86.0,83.6
05/04/2021 22:50,21.0,21.24,86.0,85.09
05/04/2021 23:01,21.0,20.83,86.0,86.81
05/04/2021 23:11,21.0,20.92,86.0,87.98
05/04/2021 23:21,21.0,21.23,87.0,88.33
05/04/2021 23:31,21.0,21.01,87.0,88.13
05/04/2021 23:41,20.0,20.84,87.0,87.61
05/04/2021 23:52,20.0,20.29,87.0,87.1
06/04/2021 00:02,20.0,-0.13,90.0,0.04
06/04/2021 00:12,21.0,0.0,90.0,0.63
06/04/2021 00:22,21.0,0.17,90.0,1.26
06/04/2021 00:32,20.0,0.36,90.0,1.92
06/04/2021 00:43,20.0,0.6,90.0,2.68
06/04/2021 00:53,20.0,0.91,90.0,3.45
06/04/2021 01:03,20.0,1.3,90.0,4.32
06/04/2021 01:13,20.0,1.8,87.0,5.33
06/04/2021 01:23,20.0,2.4,87.0,6.49
06/04/2021 01:34,20.0,3.12,87.0,7.91
06/04/2021 01:44,20.0,4.23,87.0,9.85
06/04/2021 01:54,20.0,5.27,87.0,11.72
06/04/2021 02:04,20.0,6.47,87.0,13.87
06/04/2021 02:14,20.0,7.85,87.0,16.32
06/04/2021 02:25,20.0,9.47,87.0,19.24
06/04/2021 02:35,20.0,11.18,87.0,22.37
06/04/2021 02:45,20.0,13.04,87.0,25.87
06/04/2021 02:57,20.0,15.17,87.0,30.08
06/04/2021 03:07,20.0,17.22,87.0,34.35
06/04/2021 03:17,20.0,19.27,87.0,38.98
06/04/2021 03:27,19.0,21.25,90.0,43.97
06/04/2021 03:38,19.0,23.13,90.0,49.54
06/04/2021 03:48,19.0,24.61,90.0,55.23
06/04/2021 03:58,19.0,25.72,90.0,61.2
06/04/2021 04:08,19.0,26.42,90.0,67.38
06/04/2021 04:18,19.0,26.68,90.0,73.69
06/04/2021 04:29,19.0,26.63,90.0,80.3
06/04/2021 04:39,19.0,26.11,90.0,86.52
06/04/2021 04:49,19.0,25.26,90.0,92.5
06/04/2021 04:59,19.0,24.16,90.0,98.08
06/04/2021 05:09,19.0,21.91,90.0,103.68
06/04/2021 05:20,19.0,20.7,87.0,107.84
06/04/2021 14:08,25.0,26.18,65.0,59.8
06/04/2021 14:18,25.0,27.11,65.0,64.21
06/04/2021 14:28,25.0,20.88,65.0,69.68
06/04/2021 14:38,25.0,29.55,65.0,63.01
06/04/2021 14:48,25.0,21.41,65.0,62.48
06/04/2021 15:01,25.0,20.07,65.0,71.48
06/04/2021 15:11,25.0,27.8,66.0,59.56
06/04/2021 15:21,25.0,23.61,66.0,67.05
06/04/2021 15:32,25.0,24.78,68.0,72.65
06/04/2021 15:42,25.0,26.4,68.0,63.93
06/04/2021 15:52,25.0,23.09,68.0,68.57
06/04/2021 16:02,25.0,26.85,65.0,71.77
06/04/2021 16:13,24.0,23.63,66.0,61.07
06/04/2021 16:23,24.0,23.94,66.0,64.0
06/04/2021 16:33,24.0,24.39,67.0,71.47
06/04/2021 16:43,24.0,23.44,67.0,67.94
06/04/2021 16:54,24.0,24.65,69.0,63.62
06/04/2021 17:04,22.0,23.4,82.0,70.59
06/04/2021 17:14,22.0,24.34,82.0,75.57
06/04/2021 17:24,22.0,19.8,83.0,86.52
06/04/2021 17:34,23.0,23.98,81.0,88.65
06/04/2021 17:45,22.0,22.22,84.0,76.54
06/04/2021 17:55,22.0,21.71,84.0,81.33
06/04/2021 18:05,22.0,22.39,85.0,91.9
06/04/2021 18:15,22.0,21.63,80.0,80.8
06/04/2021 18:25,22.0,22.4,81.0,70.86
06/04/2021 18:36,22.0,21.67,81.0,86.13
06/04/2021 18:46,22.0,22.34,81.0,87.28
06/04/2021 18:56,22.0,22.35,82.0,75.05
06/04/2021 19:07,22.0,21.62,82.0,87.01
06/04/2021 19:17,21.0,20.95,86.0,88.97
06/04/2021 19:27,21.0,20.99,86.0,82.76
06/04/2021 19:37,21.0,21.02,86.0,85.22
06/04/2021 19:48,21.0,20.93,86.0,88.97
06/04/2021 19:58,20.0,19.42,87.0,85.3
06/04/2021 20:08,20.0,20.74,87.0,86.24
06/04/2021 20:18,21.0,21.05,87.0,88.75
06/04/2021 20:28,21.0,21.12,89.0,87.33
06/04/2021 20:39,21.0,20.74,89.0,88.71
06/04/2021 20:49,21.0,21.31,90.0,90.98
06/04/2021 20:59,21.0,20.73,91.0,90.28
06/04/2021 21:09,21.0,21.12,91.0,89.77
06/04/2021 21:20,21.0,21.05,89.0,89.08
06/04/2021 21:30,21.0,20.83,90.0,88.4
06/04/2021 21:40,21.0,21.2,90.0,91.52
06/04/2021 21:50,21.0,20.92,90.0,90.2
06/04/2021 22:00,21.0,20.94,91.0,90.38
06/04/2021 22:11,20.0,19.33,91.0,92.4
06/04/2021 22:21,21.0,21.44,90.0,89.94
06/04/2021 22:31,21.0,20.06,90.0,89.09
06/04/2021 22:41,21.0,22.15,90.0,91.26
06/04/2021 22:52,21.0,20.06,90.0,89.48
06/04/2021 23:02,20.0,21.47,92.0,89.86
06/04/2021 23:12,20.0,19.6,93.0,94.2
06/04/2021 23:22,20.0,19.36,93.0,92.99
06/04/2021 23:32,19.0,20.23,94.0,92.88
06/04/2021 23:43,19.0,18.57,94.0,95.97
06/04/2021 23:53,19.0,18.55,95.0,93.14
07/04/2021 00:03,19.0,11.64,95.0,26.59
07/04/2021 00:13,19.0,12.16,94.0,27.34
07/04/2021 00:23,19.0,12.39,94.0,27.94
07/04/2021 00:34,19.0,12.64,94.0,28.92
07/04/2021 00:44,19.0,12.96,94.0,30.57
07/04/2021 00:54,19.0,13.4,94.0,33.22
07/04/2021 01:04,19.0,13.99,93.0,37.21
07/04/2021 01:14,19.0,14.77,93.0,42.8
07/04/2021 01:25,19.0,15.78,93.0,50.43
07/04/2021 01:35,19.0,16.93,93.0,59.75
07/04/2021 01:45,19.0,18.21,93.0,70.78
07/04/2021 01:55,19.0,19.53,93.0,83.08
07/04/2021 02:05,19.0,20.75,93.0,95.85
